,ID,Station Name,Latitude1,Longitude1,Elevation [m],Archive Begins,Archive Ends,IEM Network,Attributes
198,AL4603,LAY DAM,32.96333,-86.52,128.016,"Jan 01, 1937","Mar 19, 2018",ALCLIMATE,TRACKS_STATION=CLTA1|AL_COOP
199,AL4619,LEEDS,33.5228,-86.58,182.88,"Feb 01, 1917","Dec 31, 2020",ALCLIMATE,TRACKS_STATION=LEDA1|AL_COOP
200,AL4627,LEESBURG,34.18333,-85.76667,180.1368,"Jan 01, 1900","Oct 31, 1981",ALCLIMATE,
201,AL0260,LEXINGTON,34.96285,-87.37195,231.648,"May 01, 2004",,ALCLIMATE,TRACKS_STATION=ANDA1|AL_COOP
202,AL4734,LINCOLN,33.61667,-86.11667,155.448,"Aug 01, 1949","Oct 31, 1950",ALCLIMATE,
203,AL4845,LINCOLN LOCK 4,33.63333,-86.18333,156.0576,"Dec 01, 1896","Aug 31, 1949",ALCLIMATE,
204,AL4798,LIVINGSTON,32.58111,-88.18972,128.0,"Nov 01, 1891","Nov 08, 2014",ALCLIMATE,TRACKS_STATION=LVNA1|AL_COOP
205,AL4822,LOCKHART,31.01667,-86.36667,88.0872,"Nov 01, 1937","Feb 29, 1964",ALCLIMATE,
206,AL4866,LOGAN MARTIN DAM,33.42583,-86.33861,137.16,"Oct 01, 1981","Dec 10, 2018",ALCLIMATE,
207,AL4884,LOUISVILLE,31.78333,-85.55,146.304,"Apr 01, 1950","May 31, 1990",ALCLIMATE,
208,AL4895,LUCY,31.1,-85.16666,-304.4952,"Sep 01, 1904","Aug 31, 1910",ALCLIMATE,
209,AL4976,MADISON,34.7,-86.75,177.0888,"Jan 01, 1894","Dec 31, 1974",ALCLIMATE,
210,AL4977,MADISON 2N,34.72694,-86.74556,231.648,"Dec 01, 2005",,ALCLIMATE,TRACKS_STATION=MAFA1|AL_COOP
211,AL4996,MAGELLA,33.5,-86.85,198.12,"Jan 01, 1937","Feb 28, 1977",ALCLIMATE,
212,AL5004,MAGNOLIA,32.13333,-87.65,54.864,"Oct 01, 1940","Sep 30, 1951",ALCLIMATE,
213,AL5108,MARION 1 N,32.63333,-87.3,64.008,"Dec 01, 1893","Nov 12, 1967",ALCLIMATE,
214,AL5112,MARION 7 NE,32.70278,-87.26806,52.4256,"Nov 01, 1967","Dec 25, 2004",ALCLIMATE,
215,AL5116,MARION JUNCTION 2 E,32.44444,-87.17972,61.5696,"Oct 01, 1938","Mar 19, 2018",ALCLIMATE,
216,AL5121,MARION JUNCTION 2 NE,32.4715,-87.2313,60.96,"Feb 01, 1950",,ALCLIMATE,TRACKS_STATION=MRJA1|AL_COOP
217,AL5131,MARTIN DAM,32.6667,-85.9167,103.632,"Jan 01, 2000","Dec 31, 2020",ALCLIMATE,TRACKS_STATION=TLLA1|AL_COOP
218,AL5140,MARTIN DAM,32.66667,-85.91667,340.0,"Feb 01, 1893","Dec 31, 2020",ALCLIMATE,TRACKS_STATION=WALA1|AL_COOP
219,AL5172,MATHEWS,32.2603,-86.0003,57.912,"Aug 01, 1956","Dec 31, 2020",ALCLIMATE,TRACKS_STATION=MATA1|AL_COOP
220,AL5202,MAXWELL AFB,32.38333,-86.35,52.1208,"Jun 01, 1948",,ALCLIMATE,TRACKS_STATION=MXF|AL_ASOS
221,AL5354,MELVIN,31.9305,-88.4587,106.68,"Jan 01, 1940","May 02, 2017",ALCLIMATE,TRACKS_STATION=MVNA1|AL_COOP
222,AL5382,MERTZ PONDVILLE TOWER,32.88333,-87.33333,182.88,"May 01, 1940","Jan 31, 1970",ALCLIMATE,
223,AL5397,MIDWAY,32.03474,-85.47396,125.5776,"Apr 01, 1940",,ALCLIMATE,TRACKS_STATION=MDWA1|AL_COOP
224,AL5417,MILLERS FERRY,32.1,-87.36667,24.0792,"Nov 01, 1930","Oct 31, 1967",ALCLIMATE,
225,AL5420,MILLERS FERRY L&D,32.1002,-87.3982,35.052,"Jan 01, 1981","Apr 13, 2020",ALCLIMATE,
226,AL5435,MILLPORT 2 E,33.575,-88.0344,83.82,"Oct 01, 1981","Dec 31, 2020",ALCLIMATE,TRACKS_STATION=MLPA1|AL_COOP
227,AL5427,MILLRY,31.63333,-88.31667,110.0328,"Nov 01, 1925","Sep 30, 1948",ALCLIMATE,
228,AL5439,MILSTEAD,32.44194,-85.88889,215.0,"Feb 01, 1893","Aug 31, 2016",ALCLIMATE,TRACKS_STATION=MLSA1|AL_COOP
229,AL5449,MINTER 3 NW,32.1,-87.03333,113.0808,"Jan 01, 1957","Jul 31, 1978",ALCLIMATE,
230,AL5465,MITCHELL DAM,32.80444,-86.44639,106.68,"Jan 01, 1937","Mar 19, 2018",ALCLIMATE,TRACKS_STATION=VRBA1|AL_COOP
231,AL5483,MOBILE,30.68333,-88.03333,3.048,"Jan 01, 1871","Dec 31, 1965",ALCLIMATE,
232,AL5478,Mobile Airport,30.68819,-88.24598,65.0,"Jan 01, 1948",,ALCLIMATE,TRACKS_STATION=MOB|AL_ASOS
233,ALTMOB,Mobile Area,30.68833,-88.24556,66.674446,"Jan 01, 1871",,ALCLIMATE,
234,AL5529,MONTE SANO,34.75,-86.51667,487.9848,"Mar 01, 1900","Mar 31, 1962",ALCLIMATE,
235,AL5537,MONTEVALLO,33.098,-86.8658,124.968,"Dec 01, 1893","Dec 31, 2020",ALCLIMATE,TRACKS_STATION=MTVA1|AL_COOP
236,AL5539,MONTEVALLO 5 NW,33.1525,-86.92278,249.936,"Nov 01, 1995","Jan 31, 1998",ALCLIMATE,
237,AL5553,MONTGOMERY 6SW,32.26,-86.218,68.58,"Mar 01, 1998",,ALCLIMATE,TRACKS_STATION=MONA1|AL_COOP
238,AL5550,Montgomery Airport,32.2997,-86.40745,66.0,"Jan 01, 1948",,ALCLIMATE,TRACKS_STATION=MGM|AL_ASOS
239,ALTMGM,Montgomery Area,32.30064,-86.39397,59.997818,"Sep 01, 1872",,ALCLIMATE,
240,AL5547,MONTGOMERY NO 2,32.3036,-86.3997,67.056,"Jan 01, 1996","Aug 08, 2007",ALCLIMATE,
241,AL5555,MONTGOMERY WBO,32.38333,-86.3,-304.4952,"Sep 01, 1872","Sep 30, 1954",ALCLIMATE,
242,AL5625,MOULTON,34.46667,-87.3,192.024,"Jul 01, 1927","Mar 31, 1962",ALCLIMATE,
243,AL5635,MOULTON 2,34.4884,-87.299,192.0,"Apr 01, 1957",,ALCLIMATE,TRACKS_STATION=MOUA1|AL_COOP
244,AL5658,MOUNDVILLE,32.9963,-87.632,36.576,"Dec 01, 1981","Dec 31, 2020",ALCLIMATE,TRACKS_STATION=MDVA1|AL_COOP
245,AL5750,MUSCLE SHOALS 2 N,34.7728,-87.6399,161.544,"Apr 01, 2007",,ALCLIMATE,TRACKS_STATION=MSXA1|AL_COOP
246,AL5752,MUSCLE SHOALS 3 NE,34.78889,-87.53944,162.7632,"Apr 01, 2000","Jan 11, 2012",ALCLIMATE,
247,AL5749,Muscle Shoals Airport,34.74388,-87.59971,166.0,"Dec 01, 1940",,ALCLIMATE,TRACKS_STATION=MSL|AL_ASOS
248,ALTMSL,Muscle Shoals Area,34.74385,-87.59962,166.80817,"Jan 01, 1893",,ALCLIMATE,
249,AL5751,MUSCLE SHOALS WATER PLANT,34.7586,-87.6411,164.592,"Jan 01, 2012",,ALCLIMATE,TRACKS_STATION=MWPA1|AL_COOP
250,AL5785,NATCHEZ,31.71667,-87.26667,54.864,"Mar 01, 1951","Jun 30, 1967",ALCLIMATE,
251,AL5842,NEW BROCKTON,31.4,-85.93333,139.9032,"May 01, 1940","Sep 30, 1951",ALCLIMATE,
252,AL5847,NEWBURG 2 NE,34.51667,-87.56667,192.024,"Nov 01, 1891","Mar 31, 1962",ALCLIMATE,
253,AL5862,NEW MARKET,34.9,-86.43333,231.9528,"Feb 01, 1943","Mar 31, 1962",ALCLIMATE,
254,AL5867,NEW MARKET 2,34.91667,-86.45,223.1136,"Apr 01, 1957","Feb 28, 1977",ALCLIMATE,
255,AL5875,NEWTON,31.3458,-85.6227,42.3672,"Dec 01, 1891","Nov 26, 2007",ALCLIMATE,
256,AL5890,NEW WILSON LOCK,34.81667,-87.63333,177.0888,"Jan 01, 1958","May 29, 1959",ALCLIMATE,
257,AL6001,OAKMAN,33.72222,-87.38306,109.728,"Feb 01, 2015",,ALCLIMATE,TRACKS_STATION=OMNA1|AL_COOP
258,AL6000,OAK MTN STATE PARK HQ,33.3263,-86.7562,176.784,"Jul 01, 1981","Jul 29, 2011",ALCLIMATE,
259,AL6121,ONEONTA,33.94778,-86.46917,892.0,"Feb 01, 1893",,ALCLIMATE,TRACKS_STATION=ONEA1|AL_COOP
260,AL6129,OPELIKA,32.6592,-85.4492,195.072,"Mar 01, 1957",,ALCLIMATE,TRACKS_STATION=OPLA1|AL_COOP
261,AL6161,ORRVILLE,32.3,-87.23333,60.96,"Jul 01, 1891","May 31, 1973",ALCLIMATE,
262,AL6196,OWENS CROSS ROADS 3S,34.5528,-86.445,179.832,"Jul 01, 2004",,ALCLIMATE,TRACKS_STATION=OXRA1|AL_COOP
263,AL6218,OZARK 6 NNW,31.53333,-85.68333,143.256,"May 01, 1902","Mar 31, 1986",ALCLIMATE,
264,AL6226,PAINT ROCK 2 N,34.7,-86.33333,195.072,"Nov 01, 1935","Mar 31, 1962",ALCLIMATE,
265,AL6246,PALMERDALE,33.7449,-86.6418,220.0656,"Jun 01, 1948","Aug 31, 2016",ALCLIMATE,TRACKS_STATION=PLDA1|AL_COOP
266,AL6329,PELL CITY 1 NNE,33.6,-86.26667,292.9128,"Oct 01, 1950","Jul 31, 1976",ALCLIMATE,
267,AL6328,PELL CITY 2 W,33.6,-86.31667,246.888,"Apr 01, 1951","Jun 30, 1960",ALCLIMATE,
268,AL6334,PENNINGTON 2 NE,32.22583,-88.02806,25.908,"Oct 01, 1981","Jun 30, 1998",ALCLIMATE,
269,AL6335,PENNINGTON LOCK 2,32.13333,-88.03333,6.096,"Jun 01, 1948","Aug 31, 1960",ALCLIMATE,
270,AL6362,PERRYVILLE,32.65667,-87.09278,82.9056,"Jan 01, 1940","Oct 31, 2004",ALCLIMATE,
271,AL6370,PETERMAN,31.58833,-87.26806,73.152,"May 01, 1940","Sep 30, 1951",ALCLIMATE,
272,AL6398,PHENIX CITY 2 NNW,32.5,-85.01667,174.0408,"Jan 01, 1959","Oct 31, 1974",ALCLIMATE,
273,AL6397,PHENIX CITY 5 NW,32.51667,-85.06667,118.872,"Mar 01, 1957","Dec 31, 1958",ALCLIMATE,
274,AL6414,PICKENSVILLE,33.21667,-88.25,52.1208,"Feb 01, 1940","Apr 30, 1977",ALCLIMATE,
275,AL6436,PINE APPLE,31.8812,-86.9865,80.772,"Oct 01, 1967","Dec 27, 2017",ALCLIMATE,TRACKS_STATION=PINA1|AL_COOP
276,AL6460,PINE HILL,31.98333,-87.6,34.1376,"Nov 01, 1940","Apr 30, 1968",ALCLIMATE,
277,AL6468,PINE LEVEL 4 ESE,32.03333,-85.98333,146.304,"May 01, 1941","Jun 30, 1989",ALCLIMATE,
278,AL6478,PINSON,33.6906,-86.685,185.3184,"Jan 01, 1951","Aug 31, 2016",ALCLIMATE,TRACKS_STATION=PSNA1|AL_COOP
279,AL6501,PITTSVIEW,32.18333,-85.16667,115.824,"Apr 01, 1968","Oct 31, 1985",ALCLIMATE,
280,AL6508,PLANTERSVILLE 2 SSE,32.613,-86.9055,70.104,"Jan 01, 1940","Jan 08, 2018",ALCLIMATE,TRACKS_STATION=PLNA1|AL_COOP
281,AL6521,PLEASANT GROVE SCHOOL,34.95,-85.91667,192.024,"May 01, 1949","Mar 31, 1962",ALCLIMATE,
282,AL6526,PLEASANT HILL,32.15,-86.91667,31.0896,"Jul 01, 1948","Sep 30, 1951",ALCLIMATE,
283,AL6640,PRATTVILLE,32.48333,-86.48333,92.0496,"Dec 01, 1899","Sep 30, 1977",ALCLIMATE,
284,AL6643,PRATTVILLE 3 SW,32.44528,-86.555,106.9848,"Dec 01, 2001","Apr 30, 2007",ALCLIMATE,
285,AL6684,PRIMROSE FARM,32.3,-86.25,54.864,"Dec 01, 1921","Dec 05, 1966",ALCLIMATE,
286,AL6719,PUSHMATAHA,32.2,-88.35,78.9432,"Nov 01, 1891","Dec 31, 1964",ALCLIMATE,
287,AL6760,RAGLAND 2 SSW,33.7075,-86.18444,146.304,"Feb 01, 2011","Dec 31, 2020",ALCLIMATE,TRACKS_STATION=RAGA1|AL_COOP
288,AL6762,RAINSVILLE,34.5,-85.86667,402.9456,"Jan 01, 1956","Mar 31, 1962",ALCLIMATE,
289,AL6805,RED BAY,34.43333,-88.13333,206.9592,"Jan 01, 1949","Oct 31, 1979",ALCLIMATE,
290,AL6833,REDSTONE ARSENAL,34.58333,-86.6,174.0408,"Aug 01, 1954","May 31, 1975",ALCLIMATE,
291,AL6847,REFORM,33.37389,-88.00528,70.104,"Mar 01, 1938","Dec 31, 2020",ALCLIMATE,TRACKS_STATION=RFMA1|AL_COOP
292,AL6937,RIVER FALLS,31.35,-86.53333,54.864,"Nov 01, 1928","Jun 30, 1979",ALCLIMATE,
293,AL6942,RIVER FALLS 2 NE,31.36667,-86.51667,57.912,"Jul 01, 1948","Sep 30, 1951",ALCLIMATE,
294,AL6988,ROBERTSDALE,30.565,-87.70167,161.0,"Feb 01, 1893","Dec 31, 2020",ALCLIMATE,TRACKS_STATION=RBTA1|AL_COOP
295,AL7020,ROCKFORD 3 ESE,32.8711,-86.1758,182.88,"Jul 01, 1954","Dec 31, 2020",ALCLIMATE,TRACKS_STATION=ROKA1|AL_COOP
296,AL7025,ROCK MILLS,33.158,-85.2911,228.6,"Jun 01, 1938",,ALCLIMATE,TRACKS_STATION=RKMA1|AL_COOP
297,AL7126,RUSSELLVILLE,34.5,-87.73333,225.8568,"Dec 01, 1952","Mar 31, 1962",ALCLIMATE,
298,AL7127,RUSSELLVILLE 4 SSE,34.4535,-87.7104,219.456,"Aug 01, 2006",,ALCLIMATE,TRACKS_STATION=RUXA1|AL_COOP
299,AL7131,RUSSELLVILLE NUMBER 2,34.51,-87.7319,254.0,"Sep 01, 1953",,ALCLIMATE,TRACKS_STATION=RUSA1|AL_COOP
300,AL7157,SAINT BERNARD,34.17361,-86.81333,800.0,"Feb 01, 1893",,ALCLIMATE,TRACKS_STATION=STBA1|AL_COOP
301,AL7207,SAND MOUNTAIN SUBSTATION,34.2877,-85.968,347.0,"Jan 01, 1949",,ALCLIMATE,TRACKS_STATION=CSMA1|AL_COOP
302,AL7304,SCOTTSBORO,34.67361,-86.05361,615.0,"Oct 01, 1891",,ALCLIMATE,TRACKS_STATION=SCTA1|AL_COOP
303,AL7305,SCOTTSBORO 2 NE,34.6941,-85.9998,193.8528,"Aug 01, 2006",,ALCLIMATE,TRACKS_STATION=SCXA1|AL_COOP
304,AL7310,SCOTTSBORO SUBSTATION,34.68333,-86.01667,200.8632,"Jan 01, 1949","Mar 31, 1962",ALCLIMATE,
305,AL7328,SEALE,32.3,-85.16667,118.872,"Mar 01, 1925","Feb 28, 1965",ALCLIMATE,
306,AL7326,SEALE,32.4123,-85.1794,121.92,"Jun 01, 1996","Feb 11, 2020",ALCLIMATE,TRACKS_STATION=SEAA1|AL_COOP
307,AL7329,SEALE 6 W,32.3,-85.25,167.9448,"Sep 01, 1953","Jun 30, 1959",ALCLIMATE,
308,AL7366,SELMA,32.41,-87.01528,147.0,"Feb 01, 1893",,ALCLIMATE,TRACKS_STATION=SELA1|AL_COOP
309,AL7370,SELMA 13 WNW,32.4567,-87.2422,58.8264,"May 01, 2005",,ALCLIMATE,TRACKS_STATION=MAJA1|AL_COOP
310,AL7415,SHEFFIELD TVA NURSERY,34.76667,-87.7,156.0576,"Mar 01, 1935","Jul 31, 1954",ALCLIMATE,
311,AL7460,SHOEMAKER SPRINGS,34.85,-87.2,185.928,"Jan 01, 1949","Mar 31, 1962",ALCLIMATE,
312,AL7576,SLOCOMB,31.11667,-85.6,75.8952,"Jul 01, 1948","Jan 31, 1969",ALCLIMATE,
313,AL7620,SNOW HILL,32.0,-87.01667,70.104,"Jan 01, 1900","Sep 30, 1967",ALCLIMATE,
314,AL7671,SOUTH HILL,34.4,-86.03333,341.9856,"Oct 01, 1935","Mar 31, 1962",ALCLIMATE,
315,AL7674,SOUTHWEST HUNTSVILLE,34.6375,-86.7269,178.308,"Apr 01, 2013","Dec 11, 2018",ALCLIMATE,TRACKS_STATION=SWHA1|AL_COOP
316,AL7733,SPRING HILL,30.7,-88.16667,54.864,"Nov 01, 1903","Jun 30, 1951",ALCLIMATE,
317,AL7734,SPRINGVILLE,33.76,-86.40062,204.216,"Jan 01, 2000","Dec 31, 2020",ALCLIMATE,TRACKS_STATION=SPRA1|AL_COOP
318,AL7947,SULLIGENT,33.91571,-88.10147,122.8344,"Feb 01, 1984","Jun 30, 2017",ALCLIMATE,TRACKS_STATION=SULA1|AL_COOP
319,AL7955,SUMITON,33.7525,-87.04833,94.488,"Mar 01, 1938","Apr 30, 2004",ALCLIMATE,
320,AL7963,SUTTLE,32.5411,-87.1783,44.196,"Oct 01, 1949","Jun 30, 1980",ALCLIMATE,
321,AL7968,SWAIM,34.88333,-86.21667,203.9112,"Aug 01, 1938","Mar 31, 1962",ALCLIMATE,
322,AL7994,SYLACAUGA 2 W,33.16667,-86.28333,167.9448,"Jan 01, 1937","Jul 31, 1959",ALCLIMATE,
323,AL7999,SYLACAUGA 4 NE,33.2053,-86.2114,149.352,"Mar 01, 1950",,ALCLIMATE,TRACKS_STATION=SCGA1|AL_COOP
324,AL8012,SYLVANIA,34.56667,-85.81667,427.0248,"Aug 01, 1938","Mar 31, 1962",ALCLIMATE,
325,AL8024,TALLADEGA,33.41639,-86.135,448.0,"Feb 01, 1888",,ALCLIMATE,TRACKS_STATION=TALA1|AL_COOP
326,AL8032,TALLADEGA HORN MTN TOWER,33.3,-86.06667,586.1304,"Dec 01, 1943","Sep 30, 1959",ALCLIMATE,
327,AL8038,TALLAPOOSA WTR PLANT,32.4392,-86.2025,53.9496,"May 01, 1978","Dec 31, 2020",ALCLIMATE,TRACKS_STATION=MGYA1|AL_COOP
328,AL8178,THOMASVILLE,31.91722,-87.73472,118.872,"Sep 01, 1891","Feb 19, 2014",ALCLIMATE,TRACKS_STATION=TOMA1|AL_COOP
329,AL8204,THORSBY 1 SW,32.9,-86.73333,60.96,"Jul 01, 1948","Sep 30, 1951",ALCLIMATE,
330,AL8209,THORSBY EXP STATION,32.9205,-86.6708,207.264,"Oct 01, 1957",,ALCLIMATE,TRACKS_STATION=THBA1|AL_COOP
331,AL8215,THURLOW DAM,32.53333,-85.9,87.7824,"Jan 01, 1937","Dec 07, 2017",ALCLIMATE,TRACKS_STATION=TSSA1|AL_COOP
332,AL8223,TIBBIE 2 S,31.33333,-88.25,70.104,"Feb 01, 1940","Jun 30, 1949",ALCLIMATE,
333,AL8259,TONEY,34.9,-86.73333,252.984,"Jul 01, 1948","Mar 31, 1962",ALCLIMATE,
334,AL8285,TRAFFORD,33.81667,-86.73333,142.9512,"Dec 01, 1941","Jan 31, 1967",ALCLIMATE,
335,AL8323,TROY,31.8075,-85.97222,542.0,"Feb 01, 1893",,ALCLIMATE,TRACKS_STATION=TOIA1|AL_COOP
336,AL8380,TUSCALOOSA ACFD,33.2119,-87.6161,51.5112,"Dec 01, 1994",,ALCLIMATE,TRACKS_STATION=TUSA1|AL_COOP
337,AL8385,TUSCALOOSA OLIVER DAM,33.2097,-87.5936,46.3296,"Jan 01, 1900","Dec 31, 2020",ALCLIMATE,TRACKS_STATION=TODA1|AL_COOP
338,AL8391,TUSCUMBIA,34.71667,-87.71667,149.0472,"Jan 01, 1893","Feb 29, 1940",ALCLIMATE,
339,AL8403,TUSKEGEE 3 S,32.38333,-85.65,128.016,"Mar 01, 1963","Oct 31, 1968",ALCLIMATE,
340,AL8438,UNION SPRINGS 9 S,32.01417,-85.74639,440.0,"May 01, 1892","Dec 31, 2016",ALCLIMATE,TRACKS_STATION=UNSA1|AL_COOP
341,AL8446,UNIONTOWN,32.5505,-87.5309,50.292,"Jul 01, 1893","Jun 30, 2020",ALCLIMATE,TRACKS_STATION=UNTA1|AL_COOP
342,AL8454,UNIVERSITY,33.2,-87.55,70.104,"Jan 01, 1938","May 31, 1956",ALCLIMATE,
343,AL8469,VALLEY HEAD,34.56667,-85.61278,1062.0,"Jan 01, 1893",,ALCLIMATE,TRACKS_STATION=VYHA1|AL_COOP
344,AL8470,VALLEY HEAD 1 SSW,34.5653,-85.6171,310.896,"Apr 01, 2006",,ALCLIMATE,TRACKS_STATION=VHXA1|AL_COOP
345,AL8477,VANCE,33.16667,-87.21667,149.0472,"Jan 01, 1940","Jun 11, 1960",ALCLIMATE,
346,AL8517,VERNON,33.7392,-88.1275,90.8304,"Mar 01, 1938",,ALCLIMATE,TRACKS_STATION=VRNA1|AL_COOP
347,AL8580,VIDA 2 SE,32.6,-86.65,136.8552,"Jun 01, 1981","Sep 30, 1982",ALCLIMATE,
348,AL8605,WADLEY,33.11667,-85.56667,205.74,"Feb 01, 1933","Jul 17, 2015",ALCLIMATE,
349,AL8608,WADLEY NR 2,33.13611,-85.58694,216.408,"Oct 01, 2003","Dec 31, 2020",ALCLIMATE,TRACKS_STATION=WDYA1|AL_COOP
350,AL8637,WALLACE 2 E,31.2099,-87.1788,62.484,"May 01, 1941","Sep 18, 2020",ALCLIMATE,TRACKS_STATION=WLCA1|AL_COOP
351,AL8648,WALNUT GROVE,34.0661,-86.3069,259.08,"Jun 01, 1941","Dec 31, 2020",ALCLIMATE,TRACKS_STATION=WLGA1|AL_COOP
352,AL8668,WARRIOR,33.81667,-86.81667,164.8968,"Mar 01, 1967","Apr 30, 1972",ALCLIMATE,
353,AL8670,WARRIOR,33.7924,-86.8258,158.496,"May 01, 1972","May 31, 1979",ALCLIMATE,
354,AL8673,WARRIOR LOCK AND DAM,32.77472,-87.83056,33.528,"May 01, 1938","Dec 31, 2020",ALCLIMATE,TRACKS_STATION=WLDA1|AL_COOP
355,AL8686,WATERLOO,34.91667,-88.06667,139.9032,"Jul 01, 1922","Jul 31, 1976",ALCLIMATE,
356,AL8692,WEDOWEE,33.36778,-85.49833,251.7648,"Jan 01, 2004","Aug 31, 2006",ALCLIMATE,
357,AL8755,WEISS DAM,34.1324,-85.7926,179.832,"Nov 01, 1981","Mar 19, 2018",ALCLIMATE,
358,AL8809,WEST BLOCTON,33.1186,-87.1268,152.4,"Mar 01, 1940","Dec 31, 2020",ALCLIMATE,TRACKS_STATION=WBLA1|AL_COOP
359,AL8812,WEST POINT,34.2834,-86.9142,283.464,"Sep 01, 2007",,ALCLIMATE,TRACKS_STATION=WPTA1|AL_COOP
360,AL8862,WETUMPKA 8 SE,32.44639,-86.14167,53.34,"Jan 01, 1999","Jun 06, 2003",ALCLIMATE,
361,AL8867,WHATLEY,31.6508,-87.7097,51.816,"Jan 01, 1940","Sep 30, 2007",ALCLIMATE,
362,AL8875,WHEELER DAM,34.78333,-87.35,177.0888,"Aug 01, 1935","Mar 31, 1962",ALCLIMATE,
363,AL8925,WHITFIELD LOCK 3,32.28333,-88.01667,9.144,"Jan 01, 1932","Dec 11, 1960",ALCLIMATE,
364,AL8936,WIDOWS CREEK STEAM PLANT,34.88333,-85.75,192.024,"Apr 01, 1950","Mar 31, 1962",ALCLIMATE,
365,AL8980,WILSON DAM,34.8,-87.61667,161.8488,"Jan 01, 1899","Mar 31, 1962",ALCLIMATE,
366,AL8998,WINFIELD 2 SW,33.9107,-87.8469,158.496,"Apr 01, 1923",,ALCLIMATE,TRACKS_STATION=WINA1|AL_COOP
367,AL9103,YATES HYDRO PLANT,32.56667,-85.9,103.9368,"Jan 01, 1892","Jan 31, 1970",ALCLIMATE,
368,AL9350,YOUNGS STORE,34.95,-87.86667,225.8568,"Jan 01, 1949","Mar 31, 1962",ALCLIMATE,
