,ID,Station Name,Latitude1,Longitude1,Elevation [m],Archive Begins,Archive Ends,IEM Network,Attributes
209,AK3162,FORT LISCUM,61.1,-146.45,-304.4952,"Jun 01, 1900","Aug 31, 1916",AKCLIMATE,
210,AK3125,FORTMANN HATCHERY,55.6,-131.41667,39.9288,"Mar 01, 1904","May 31, 1927",AKCLIMATE,
211,AK3163,FORT RICHARDSON WATER TREATMENT PLANT,61.2272,-149.65041,143.256,"May 01, 1990","Mar 31, 2022",AKCLIMATE,
212,AK5318,FORT WAINWRIGHT,64.83333,-147.61667,-304.4952,"Jul 01, 1943","Oct 31, 1960",AKCLIMATE,
213,AK0032,FORTY MILE RIVER AT TAYLOR HIGHWAY,64.30861,-141.40889,381.6096,"Nov 01, 2002","Dec 20, 2017",AKCLIMATE,
214,AK3175,FORT YUKON,66.56667,-145.26666,135.636,"Jan 01, 1899","Mar 31, 1990",AKCLIMATE,
215,AK3165,FORT YUKON #2,66.56639,-145.26556,133.5024,"Aug 01, 2010","Oct 15, 2014",AKCLIMATE,
216,AK3181,FOX 2 SE,64.9591,-147.6261,236.22,"Dec 01, 1996","Aug 31, 2022",AKCLIMATE,
217,AK3183,FOX 3 SE,64.93278,-147.55833,335.28,"Apr 01, 1999","Feb 28, 2001",AKCLIMATE,
218,AK3184,FRANKLIN BLUFF,69.71667,-148.68333,-304.4952,"Jan 01, 1975","Aug 16, 1977",AKCLIMATE,
219,AK3196,FUNNY RIVER,60.48222,-150.80556,83.82,"May 01, 2003","Oct 31, 2010",AKCLIMATE,
220,AK3198,FUNTER BAY,58.25,-134.89999,9.144,"Feb 01, 1980","Jun 30, 1996",AKCLIMATE,
221,AK3208,GAKONA 10NE,62.39139,-145.13251,563.88,"Oct 01, 2007","Oct 31, 2009",AKCLIMATE,
222,AK3205,GAKONA 1 N,62.3,-145.3,445.008,"Nov 01, 1971","Apr 30, 1989",AKCLIMATE,
223,AK3210,GALBRAITH LAKE AIRPORT,68.47889,-149.49001,812.5968,"Oct 01, 1970","Aug 31, 1980",AKCLIMATE,
224,AK3212,GALENA,64.7408,-156.8755,46.3296,"Sep 01, 1996","Dec 31, 2022",AKCLIMATE,
225,AK3215,GALENA AIRPORT,64.73667,-156.93443,46.6344,"Oct 01, 1942",,AKCLIMATE,TRACKS_STATION=GALA2|AK_COOP
226,AK3226,GAMBELL AP,63.76667,-171.73277,8.5344,"Nov 01, 1901","Aug 31, 1997",AKCLIMATE,
227,AK3252,GEESE ISLANDS,56.7167,-153.9167,4.572,"Mar 01, 1923","Jan 31, 1928",AKCLIMATE,
228,AK3275,Gilmore Creek,64.9669,-147.5136,427.9525,"Oct 01, 1962",,AKCLIMATE,TRACKS_STATION=GCQA2|AK_COOP
229,AK3283,GIRDWOOD,60.93333,-149.16667,6.096,"Nov 01, 1921","Dec 31, 1978",AKCLIMATE,
230,AK3285,GIRDWOOD SOUTH,60.94917,-149.15723,13.1064,"Aug 01, 2019","Sep 30, 2022",AKCLIMATE,
231,AK3294,GLACIER BAY,58.4561,-135.8692,13.716,"Jan 01, 1966","Oct 31, 2022",AKCLIMATE,
232,AK3299,GLEN ALPS,61.1,-149.6936,671.1696,"Jan 01, 1971","Sep 30, 2016",AKCLIMATE,
233,AK3347,GOLD CREEK,62.76667,-149.68333,213.9696,"Jan 01, 1918","Dec 31, 1920",AKCLIMATE,
234,AK3367,GOLDSTREAM,64.92611,-147.87666,289.56,"Dec 01, 1996","Jan 31, 2005",AKCLIMATE,
235,AK3368,GOLDSTREAM CREEK,64.8938,-147.87531,175.8696,"Dec 01, 2009",,AKCLIMATE,TRACKS_STATION=GSCA2|AK_COOP
236,AK3378,GOLOVIN,64.55,-163.01669,3.6576,"Jul 01, 1941","Oct 31, 1945",AKCLIMATE,
237,AK3390,GOOSE BAY NIKE SITE,61.4,-149.85001,31.0896,"Jul 01, 1967","Dec 31, 1976",AKCLIMATE,
238,AK3423,GOOSE COVE,58.95,-136.10001,21.0312,"Jun 01, 1970","Aug 31, 1972",AKCLIMATE,
239,AK3438,GRAYLING,62.91667,-160.08333,27.1272,"Nov 01, 1970","May 31, 1976",AKCLIMATE,
240,AK3454,GUARD ISLAND LIGHT STN,55.45,-131.88333,6.096,"Nov 01, 1940","Jun 30, 1969",AKCLIMATE,
241,AK3466,GULKANA,62.26972,-145.38417,420.0144,"Aug 01, 2003","Dec 10, 2015",AKCLIMATE,
242,AK3465,GULKANA AIRPORT,62.1591,-145.4588,476.0976,"Mar 01, 1907","Dec 29, 2022",AKCLIMATE,
243,AK3470,GULL COVE,58.2,-136.14999,-304.4952,"Aug 01, 1940","Jul 31, 1952",AKCLIMATE,
244,AK3473,GUNSIGHT,61.9,-147.3,901.9032,"Jun 01, 1966","Mar 31, 1974",AKCLIMATE,
245,AK3475,GUSTAVUS,58.4111,-135.7089,14.06501,"Apr 01, 1923",,AKCLIMATE,TRACKS_STATION=GUSA2|AK_COOP
246,AK3502,HAINES #2,59.23172,-135.46634,29.8704,"May 01, 2000",,AKCLIMATE,TRACKS_STATION=AHNA2|AK_COOP
247,AK3504,HAINES 40NW,59.4503,-136.3615,249.936,"Sep 01, 1989",,AKCLIMATE,TRACKS_STATION=HCSA2|AK_COOP
248,AK5898,HAINES HIGHWAY MILE,59.4,-135.89999,-304.4952,"Nov 01, 1946","Mar 26, 1958",AKCLIMATE,
249,AK3500,HAINES TERMINAL,59.26667,-135.45,53.34,"Sep 01, 1957","Jul 31, 1988",AKCLIMATE,
250,AK3530,HALIBUT COVE,59.6,-151.16667,9.144,"Sep 01, 1975","Jan 31, 1998",AKCLIMATE,
251,AK3558,HAPPY VALLEY CAMP,69.16667,-148.83333,288.9504,"Nov 01, 1970","Dec 31, 1977",AKCLIMATE,
252,AK3567,HARDING LAKE NE,64.4391,-146.8152,225.552,"Feb 01, 2016","May 15, 2018",AKCLIMATE,
253,AK3573,HAYES RIVER,61.98722,-152.07584,304.8,"Nov 01, 1980","Jan 26, 2011",AKCLIMATE,
254,AK3581,HEALY,63.84528,-148.9436,379.1712,"Feb 01, 1920","Oct 06, 2010",AKCLIMATE,
255,AK3585,HEALY,63.8674,-148.99429,431.9016,"Nov 01, 1976","Feb 28, 2017",AKCLIMATE,
256,AK3591,HERENDEEN BAY,55.85,-160.25,4.572,"Jan 01, 1919","Mar 31, 1920",AKCLIMATE,
257,AK3605,HIDDEN FALLS HATCHERY,57.2177,-134.87691,6.7056,"Oct 01, 1992","Dec 31, 2022",AKCLIMATE,
258,AK3628,HIGH LAKE LODGE,62.85,-149.11667,732.1296,"Jun 01, 1964","Aug 31, 1968",AKCLIMATE,
259,AK3650,HOLLIS,55.4909,-132.62219,9.144,"May 01, 1949","Oct 11, 2017",AKCLIMATE,
260,AK3655,HOLY CROSS,62.18333,-159.76666,6.096,"Apr 01, 1892","May 31, 1975",AKCLIMATE,
261,AK3687,HOMER 13 NE,59.76222,-151.21028,428.244,"Dec 01, 2002","Oct 31, 2005",AKCLIMATE,
262,AK3685,HOMER 17 E,59.76667,-151.16667,304.8,"Feb 01, 1991","Dec 20, 2017",AKCLIMATE,
263,AK3668,HOMER 2NW,59.66583,-151.56361,309.372,"Aug 01, 2003","Oct 31, 2004",AKCLIMATE,
264,AK3672,HOMER 8 NW,59.7444,-151.6347,329.184,"Oct 01, 1977","Dec 07, 2021",AKCLIMATE,
265,AK3682,HOMER 9 E,59.71611,-151.32556,156.0576,"Aug 01, 1988","Oct 31, 2011",AKCLIMATE,
266,AK3665,HOMER AIRPORT,59.64196,-151.49098,19.2024,"Sep 01, 1932","Sep 30, 2023",AKCLIMATE,TRACKS_STATION=HOM|AK_COOP
267,AK3667,HOMER KBRR,59.64083,-151.53999,17.9832,"Aug 01, 2010","Dec 15, 2015",AKCLIMATE,
268,AK3680,HOMER RESEARCH CENTER,59.7,-151.31667,85.0392,"Oct 01, 1973","Jan 14, 1979",AKCLIMATE,
269,AK3695,HOONAH,58.1083,-135.4376,20.756588,"May 01, 1941",,AKCLIMATE,TRACKS_STATION=HOOA2|AK_COOP
270,AK3705,HOOPER BAY,61.53333,-166.08333,11.8872,"Sep 01, 1926","Feb 28, 1939",AKCLIMATE,
271,AK3720,HOPE,60.8983,-149.6286,54.864,"Mar 01, 1979","Jun 30, 2012",AKCLIMATE,
272,AK3731,HOUSTON,61.63111,-149.80112,82.296,"Nov 01, 1984","Aug 25, 2020",AKCLIMATE,
273,AK3739,HOUSTON LITTLE SUSITNA RIVER,61.62722,-149.80112,73.152,"Jul 01, 2004","Jun 01, 2013",AKCLIMATE,
274,AK3765,HUGHES,66.06667,-154.23334,-304.4952,"Mar 01, 1941","Jan 31, 1970",AKCLIMATE,
275,AK3812,HYDABURG,55.2,-132.81667,7.9248,"Mar 01, 1921","Feb 29, 1932",AKCLIMATE,
276,AK3821,Hyder,55.91218,-130.02068,7.037271,"Oct 01, 1936","Mar 01, 2023",AKCLIMATE,TRACKS_STATION=HYDA2|AK_COOP
277,AK3868,IGLOO,65.15,-165.06667,0.9144,"Nov 01, 1919","Dec 31, 1928",AKCLIMATE,
278,AK3871,IGLOO LODGE,63.16389,-149.77779,658.368,"Aug 01, 2001","Jul 31, 2003",AKCLIMATE,
279,AK3905,ILIAMNA AIRPORT,59.74922,-154.90903,46.3296,"Feb 01, 1920","Sep 29, 2023",AKCLIMATE,TRACKS_STATION=ILI|AK_COOP
280,AK3908,ILLINOIS CREEK,64.05,-157.83333,298.704,"Feb 01, 1991","Nov 30, 2004",AKCLIMATE,
281,AK3910,INDIAN MOUNTAIN,65.98333,-153.68333,371.856,"Aug 01, 1966","Jan 31, 1985",AKCLIMATE,
282,AK3925,INISKIN,59.75,-153.23334,92.0496,"Nov 01, 1954","Mar 22, 1962",AKCLIMATE,
283,AK3933,INTRICATE BAY,59.555,-154.49834,36.576,"Aug 01, 1959","Jul 31, 2006",AKCLIMATE,
284,AK4062,JUALIN,58.85,-135.3333,216.408,"Dec 01, 1927","Aug 31, 1929",AKCLIMATE,
285,AK4089,JUMBO MINE,55.21667,-132.53334,457.2,"Aug 01, 1915","Jan 31, 1919",AKCLIMATE,
286,AK4094,Juneau,58.3,-134.4,131.92021,"Jul 01, 1965","Sep 30, 2021",AKCLIMATE,TRACKS_STATION=JNAA2|AK_COOP
287,AK4110,JUNEAU 9 NW,58.41667,-134.53333,36.8808,"Jul 01, 1965","Jun 30, 1980",AKCLIMATE,
288,AK4100,JUNEAU AIRPORT,58.354,-134.55606,5.7912,"Sep 01, 1936","Sep 30, 2023",AKCLIMATE,TRACKS_STATION=JNU|AK_COOP
289,AK4112,JUNEAU-DOUGLAS WWTP,58.2865,-134.38499,12.4968,"Oct 01, 2008",,AKCLIMATE,TRACKS_STATION=JDWA2|AK_COOP
290,AK4104,JUNEAU LEMON CREEK,58.35444,-134.47945,48.4632,"Dec 01, 2003","Oct 31, 2009",AKCLIMATE,
291,AK4107,JUNEAU LENA POINT,58.3869,-134.76579,10.668,"Jan 01, 2000","Nov 15, 2023",AKCLIMATE,TRACKS_STATION=JLPA2|AK_COOP
292,AK4109,JUNEAU MILE 17,58.4058,-134.7468,74.676,"Mar 01, 2001","Jul 31, 2013",AKCLIMATE,
293,AK4117,JUNEAU OUTER POINT,58.2944,-134.67529,13.716,"Jul 01, 2001","Oct 09, 2016",AKCLIMATE,
294,AK4155,KAKE,56.96667,-133.89999,21.336,"May 01, 1919","Apr 30, 1992",AKCLIMATE,
295,AK4158,KALGIN ISLAND,60.45,-151.91667,9.144,"Jan 01, 1988","Dec 20, 2017",AKCLIMATE,
296,AK4161,KALSIN BAY,57.5667,-152.45,6.096,"Aug 01, 1928","Jun 11, 1931",AKCLIMATE,
297,AK4163,KALSKAG,61.45,-160.8167,27.432,"Dec 01, 1932","Jun 30, 1934",AKCLIMATE,
298,AK4206,KANATAK,57.5667,-156.03329,7.0104,"May 01, 1939","Oct 31, 1941",AKCLIMATE,
299,AK4331,KARLUK LAKE,57.35,-154.03333,116.1288,"Jun 01, 1937","Aug 31, 1969",AKCLIMATE,
300,AK4333,KARLUK RIVER,57.45,-154.13333,110.0328,"May 01, 1954","Aug 31, 1972",AKCLIMATE,
301,AK4342,KASAAN,55.53333,-132.39999,9.144,"Sep 01, 1918","Feb 28, 1942",AKCLIMATE,
302,AK4425,KASILOF 3 NW,60.36516,-151.37398,21.336,"Nov 01, 1925","Oct 31, 1997",AKCLIMATE,
303,AK4429,KASITSNA BAY,59.46667,-151.55,3.048,"May 01, 1967","Jan 31, 1978",AKCLIMATE,
304,AK4444,KATALA,60.2,-144.55,3.048,"Apr 01, 1907","Sep 30, 1927",AKCLIMATE,
305,AK4524,KEISTERS STORE,61.68333,-144.8,374.904,"Oct 01, 1969","May 30, 1971",AKCLIMATE,
306,AK4551,KENAI 29 ENE,60.7237,-150.44839,85.9536,"Aug 01, 2010","Oct 04, 2023",AKCLIMATE,TRACKS_STATION=KNMA2|AK_COOP
307,AK4550,KENAI 9N,60.66917,-151.32278,38.4048,"Jul 01, 1983","Apr 30, 2007",AKCLIMATE,
308,AK4546,KENAI AIRPORT,60.57909,-151.24152,30.1752,"May 01, 1899","Sep 30, 2023",AKCLIMATE,TRACKS_STATION=ENA|AK_COOP
309,AK4553,KENAI KEYS-RIVER,60.48333,-150.61667,38.1,"Aug 01, 2003","Dec 19, 2017",AKCLIMATE,
310,AK4555,KENNECOTT,61.48333,-142.88333,673.9128,"Sep 01, 1905","Aug 31, 1947",AKCLIMATE,
311,AK4560,KENNEY LAKE,61.73333,-144.95,366.0648,"Aug 01, 1961","Apr 30, 1969",AKCLIMATE,
312,AK4567,KENNY LAKE 7SE,61.6797,-144.76331,377.952,"May 01, 2000","Mar 31, 2012",AKCLIMATE,
313,AK4570,KENSINGTON MINE,58.8667,-135.1333,617.22,"Jul 01, 1936","Dec 31, 1941",AKCLIMATE,
314,AK4575,KETCHEMSTOCK,64.1167,-142.3333,-304.4952,"May 01, 1904","Jul 31, 1909",AKCLIMATE,
315,AK4594,KETCHIKAN 10N,55.4519,-131.8183,89.916,"Aug 01, 2007",,AKCLIMATE,TRACKS_STATION=KTAA2|AK_COOP
316,AK4592,KETCHIKAN 14N,55.465,-131.80556,62.484,"May 01, 2001","Aug 23, 2007",AKCLIMATE,
317,AK4590,KETCHIKAN AIRPORT,55.3586,-131.72195,25.6032,"Sep 01, 1910","Sep 30, 2023",AKCLIMATE,TRACKS_STATION=KTN|AK_COOP
318,AK4600,KETCHIKAN CARLANNA CREEK,55.35,-131.7,100.584,"Feb 01, 1940","Dec 20, 2017",AKCLIMATE,
319,AK4621,KEYSTONE RIDGE,64.9156,-148.2711,487.68,"Aug 01, 1996",,AKCLIMATE,TRACKS_STATION=KERA2|AK_COOP
320,AK4689,KILLISNOO,57.46944,-134.56944,6.096,"Jan 01, 1893","Feb 29, 1932",AKCLIMATE,
321,AK4762,KING ISLAND,64.9333,-168.01669,30.48,"Nov 01, 1936","Aug 18, 1941",AKCLIMATE,
322,AK4766,King Salmon Airport,58.68294,-156.65634,19.0,"Jun 01, 1917",,AKCLIMATE,TRACKS_STATION=PAKN|AK_ASOS
323,AKTAKN,King Salmon Area,58.68361,-156.65389,19.0,"Jun 01, 1917",,AKCLIMATE,
324,AK4701,KISHMAN COVE,57.6833,-136.10001,-304.4952,"Aug 01, 1940","Aug 31, 1943",AKCLIMATE,
325,AK4812,KITOI BAY,58.1913,-152.37219,18.288,"Nov 01, 1954","Dec 31, 2022",AKCLIMATE,
326,AK4823,KIUPOLIK ISLAND,58.6167,-153.9167,-304.4952,"Jul 01, 1927","Dec 31, 1928",AKCLIMATE,
327,AK4830,KIVALINA,67.73333,-164.53333,3.048,"Nov 01, 1973","Nov 30, 1975",AKCLIMATE,
328,AK4887,KLATTS FARM,61.06667,-149.89999,45.72,"Nov 01, 1947","Jan 31, 1949",AKCLIMATE,
329,AK4898,KLAWOCK,55.55,-133.10001,3.048,"Oct 01, 1929","Jan 29, 1989",AKCLIMATE,
330,AK4901,KLAWOCK AIRPORT,55.58191,-133.07468,20.7264,"Jul 01, 1997","Sep 30, 2023",AKCLIMATE,TRACKS_STATION=AKW|AK_COOP
331,AK4899,KLAWOCK WATER PLANT,55.55158,-133.0647,26.8224,"Nov 01, 2019",,AKCLIMATE,TRACKS_STATION=KWPA2|AK_COOP
332,AK4929,KLUKWAN,59.4,-135.89999,27.7368,"Jan 01, 1908","Apr 29, 1922",AKCLIMATE,
333,AK4971,KOBE HILL,64.19417,-149.4314,243.84,"May 01, 2000","Feb 29, 2012",AKCLIMATE,
334,AK4964,KOBUK,66.9,-156.86667,42.672,"Aug 01, 1953","Dec 31, 1979",AKCLIMATE,
335,AK4984,Kodiak,57.75,-152.51666,37.0,"Sep 01, 1913","Dec 31, 1949",AKCLIMATE,
336,AK4988,Kodiak Airport,57.75071,-152.4881,8.0,"Jan 01, 1931",,AKCLIMATE,TRACKS_STATION=PADQ|AK_ASOS
337,AKTADQ,Kodiak Area,57.74997,-152.49386,10.547361,"Sep 01, 1913",,AKCLIMATE,
338,AK4991,KODIAK WWTP,57.8048,-152.35609,16.4592,"Aug 01, 2005","Dec 18, 2022",AKCLIMATE,
339,AK5010,KOKHANOK BAY,59.41667,-154.86667,36.8808,"Feb 01, 1955","Jul 31, 1959",AKCLIMATE,
340,AK5021,KOKRINES,64.9333,-154.6667,56.388,"Jun 01, 1944","Sep 30, 1945",AKCLIMATE,
341,AK5051,KOTZEBUE 25 N,67.25,-162.8,9.144,"Nov 01, 1982","May 31, 1995",AKCLIMATE,
342,AK5076,KOTZEBUE AIRPORT,66.88569,-162.6068,3.3528,"Sep 01, 1897","Sep 30, 2023",AKCLIMATE,TRACKS_STATION=OTZ|AK_COOP
343,AK5091,KOYUK,64.93333,-161.14999,18.288,"Nov 01, 1988","Dec 20, 2017",AKCLIMATE,
344,AK5136,KUPARUK,70.3289,-149.6114,19.5072,"Feb 01, 1983","Oct 31, 2022",AKCLIMATE,
345,AK5346,LAKE ALEKNAGIK,59.45,-158.89999,17.9832,"Mar 01, 1950","Sep 30, 1954",AKCLIMATE,
346,AK5364,LAKE LOUISE,62.3,-146.58333,747.0648,"Apr 01, 1972","May 31, 1973",AKCLIMATE,
347,AK5374,LAKE NERKA,59.56667,-159.03333,21.0312,"Jan 01, 1952","May 31, 1965",AKCLIMATE,
348,AK5397,LAKE SUSITNA,62.45278,-146.67889,723.9,"May 01, 1990","Dec 31, 2003",AKCLIMATE,
349,AK5425,LARSEN BAY,57.53333,-153.96667,5.4864,"Sep 01, 1939","Nov 30, 1993",AKCLIMATE,
350,AK5454,LATOUCHE,60.05,-147.89999,14.9352,"Mar 01, 1917","Nov 30, 1959",AKCLIMATE,
351,AK5458,LAZY BAY,56.88333,-154.25,3.048,"May 01, 1954","Dec 31, 1963",AKCLIMATE,
352,AK5464,LAZY MOUNTAIN,61.6266,-149.0365,223.4184,"Sep 01, 1984",,AKCLIMATE,TRACKS_STATION=5WO|AK_COOP
353,AK5483,LEVEL ISLAND,56.46667,-133.10001,9.144,"Aug 01, 1973","Apr 06, 1978",AKCLIMATE,
354,AK5499,LINCOLN ROCK LIGHT STN,56.05,-132.76666,7.9248,"Jun 01, 1942","Feb 29, 1968",AKCLIMATE,
355,AK5506,LINGER LONGER,59.43333,-136.28333,213.36,"Sep 01, 1959","Apr 30, 1982",AKCLIMATE,
356,AK5511,LITTLE CHENA #2,64.88722,-147.32028,167.64,"Dec 01, 1996","Sep 03, 2007",AKCLIMATE,
357,AK5512,LITTLE CHENA #3,64.89444,-147.34111,304.8,"Dec 01, 1996","Mar 31, 2002",AKCLIMATE,
358,AK5517,LITTLE DIOMEDE,65.75,-168.93333,137.16,"Jan 01, 1938","Sep 30, 1988",AKCLIMATE,
359,AK5519,Little Port Walter near Sitka,56.3833,-134.65,19.412035,"Jul 01, 1936",,AKCLIMATE,TRACKS_STATION=SITA2|AK_COOP
360,AK5527,LITTLE SU AT HATCHER PASS BRIDGE,61.7102,-149.2316,274.9296,"Jun 01, 2006","Nov 30, 2022",AKCLIMATE,
361,AK5534,LIVENGOOD DOT,65.5225,-148.5497,197.8152,"Jul 01, 1933","Jun 11, 2006",AKCLIMATE,
362,AK5544,LONELY,70.91667,-153.25,9.144,"Jul 01, 1977","Nov 30, 1981",AKCLIMATE,
363,AK5600,MACLAREN RIVER,63.11667,-146.53333,893.9784,"Jan 01, 1971","Mar 31, 1972",AKCLIMATE,
364,AK5602,MAC LEOD HARBOR,59.88333,-147.75,14.0208,"Feb 01, 1972","Jun 30, 1978",AKCLIMATE,
365,AK5604,MAIN BAY,60.5181,-148.09309,17.3736,"Oct 01, 1982","Oct 31, 2022",AKCLIMATE,
366,AK5607,MANKOMEN LAKE,62.98611,-144.47917,922.02,"Jul 01, 1965","Dec 11, 2008",AKCLIMATE,
367,AK5644,MANLEY HOT SPRINGS,64.9988,-150.638,82.9056,"Oct 01, 1908","Mar 31, 2014",AKCLIMATE,
368,AK5645,MANLEY HOT SPRINGS 15NE,65.1225,-150.22771,152.7048,"Jun 01, 2016","Sep 10, 2023",AKCLIMATE,TRACKS_STATION=MLYA2|AK_COOP
369,AK5646,MANLEY HOT SPRINGS DOT,65.0074,-150.6127,105.156,"Sep 01, 2015","Jul 15, 2019",AKCLIMATE,
370,AK5725,MATANUSKA #6,61.5761,-149.09441,44.8056,"Sep 01, 1941","Sep 30, 1943",AKCLIMATE,
371,AK5726,MATANUSKA #7,61.5792,-149.1597,33.2232,"Sep 01, 1941","Nov 24, 1943",AKCLIMATE,
372,AK5733,MATANUSKA EXPERIMENTAL FARM,61.5663,-149.2541,52.4256,"Jul 01, 1917","Dec 31, 2022",AKCLIMATE,
373,AK5731,MATANUSKA VALLEY 12,61.61667,-149.10001,-304.4952,"Jul 01, 1941","Oct 31, 1954",AKCLIMATE,
374,AK5734,MATANUSKA VALLEY 15,61.61667,-149.21667,-304.4952,"Jul 01, 1942","Aug 31, 1952",AKCLIMATE,
375,AK6875,MATANUSKA VALLEY 9,61.65,-149.2,-304.4952,"Jul 01, 1941","May 31, 1963",AKCLIMATE,
376,AK5810,MAY CREEK,61.35,-142.68333,458.1144,"Nov 01, 1963","Dec 31, 1966",AKCLIMATE,
377,AK5754,MC CARTHY 1 NE,61.43333,-142.89999,469.392,"Jun 01, 1968","Feb 28, 1983",AKCLIMATE,
378,AK5757,MCCARTHY 3 SW,61.418,-142.99609,381.0,"Jan 01, 1984","Dec 20, 2017",AKCLIMATE,
379,AK5769,MCGRATH AP,62.9574,-155.61009,100.8888,"Apr 01, 1939","Sep 30, 2023",AKCLIMATE,TRACKS_STATION=MCG|AK_COOP
380,AK5770,MC GRATH ON KUSKOKWIM RIV,62.95833,-155.59029,91.44,"Oct 01, 1939","Nov 03, 2017",AKCLIMATE,
381,AK5778,MCKINLEY PARK,63.7175,-148.96919,630.936,"Jan 01, 1923",,AKCLIMATE,TRACKS_STATION=DNPA2|AK_COOP
382,AK5789,MC KINLEY VIEW,62.58333,-150.23334,198.12,"Sep 01, 1965","Apr 30, 1970",AKCLIMATE,
383,AK5780,MEADOW LAKES,61.57778,-149.565,107.5944,"Nov 01, 2006","Apr 08, 2008",AKCLIMATE,
384,AK5843,MEIER,62.78333,-145.45,829.9704,"Jun 01, 1950","Mar 31, 1956",AKCLIMATE,
385,AK5845,MEKORYUK,60.38333,-166.2,13.716,"Sep 01, 1923","Aug 28, 1987",AKCLIMATE,
386,AK5851,MENDENHALL,58.4,-134.53333,27.1272,"Jul 01, 1939","Apr 08, 1944",AKCLIMATE,
387,AK5857,MENTASTA LAKE 7E - BARTELL CREEK,62.933,-143.5741,720.5472,"Jan 01, 2009","Aug 13, 2014",AKCLIMATE,
388,AK5853,METLAKATLA,55.08333,-131.56667,-304.4952,"Jan 01, 1893","Jul 31, 1894",AKCLIMATE,
389,AK5854,METLAKATLA POWER,55.08563,-131.59007,17.0688,"Nov 01, 2019",,AKCLIMATE,TRACKS_STATION=MPUA2|AK_COOP
390,AK5860,MEYERS CHUCK,55.73944,-133.255,6.096,"Aug 01, 2005","Dec 31, 2011",AKCLIMATE,
391,AK5868,MIDDLETON ISLAND,59.43333,-146.33333,30.48,"Dec 01, 1942","Jun 01, 1963",AKCLIMATE,
392,AK5875,MILE 101 STEESE,65.51667,-145.33333,691.896,"Nov 01, 1987","May 31, 1990",AKCLIMATE,
393,AK5873,MILE 39 STEESE,65.19056,-147.25417,228.6,"Feb 01, 1998","Apr 09, 2012",AKCLIMATE,
394,AK5879,MILE 41 STEESE,65.2,-147.2,267.9192,"Sep 01, 1972","Apr 30, 1977",AKCLIMATE,
395,AK5880,MILE 42 STEESE,65.22222,-147.16667,292.608,"Aug 01, 1996","Sep 10, 2013",AKCLIMATE,
396,AK5878,MILE 47 CAMP,61.26667,-145.26666,350.52,"Oct 01, 1959","Apr 30, 1964",AKCLIMATE,
397,AK4210,MILE 50 - KANDIK RIVER,65.5663,-141.52049,374.904,"Jul 01, 2011","Jun 26, 2014",AKCLIMATE,
398,AK5881,MINCHUMINA,63.9033,-152.2816,312.42,"Jan 01, 1945","Oct 31, 2022",AKCLIMATE,
399,AK5885,MINE HARBOR,55.75,-160.6667,-304.4952,"Aug 01, 1902","Aug 31, 1904",AKCLIMATE,
400,AK5882,MINERAL LAKES,62.945,-143.37833,639.4704,"Aug 01, 1996","Oct 31, 1999",AKCLIMATE,
401,AK5883,MIRROR LAKE SCOUT CAMP,61.42528,-149.4075,123.444,"Nov 01, 1985","May 11, 2004",AKCLIMATE,
402,AK5884,MONASHKA CREEK DAM,57.8426,-152.4585,39.624,"Sep 01, 1909","Dec 01, 2022",AKCLIMATE,
403,AK5888,MONTANA CREEK,62.10444,-150.05888,74.676,"Jun 01, 1963","Dec 20, 2017",AKCLIMATE,
404,AK5889,MONTANA CREEK DOT,65.36,-146.0864,701.04,"Nov 01, 2004","Jul 15, 2019",AKCLIMATE,
405,AK5891,MOOSE CREEK,64.71361,-147.15807,157.5816,"Dec 01, 1996","Sep 30, 2001",AKCLIMATE,
406,AK5893,MOOSE MOUNTAIN,64.91944,-147.93723,260.604,"Jul 01, 1999","Dec 20, 2017",AKCLIMATE,
407,AK5894,MOOSE PASS 3NW,60.5029,-149.4261,149.9616,"Jul 01, 1941","Nov 30, 2022",AKCLIMATE,
408,AK5896,MOOSE RUN,61.25,-149.66667,120.0912,"Jan 01, 1965","Feb 28, 1971",AKCLIMATE,
409,AK6058,MOSES POINT,64.7,-162.05,-304.4952,"Mar 01, 1943","Jul 31, 1967",AKCLIMATE,
410,AK6062,MOSQUITO POINT,59.28333,-158.58333,17.9832,"May 01, 1950","Aug 31, 1951",AKCLIMATE,
411,AK6078,MOUNTAIN VILLAGE,62.11667,-163.71667,-304.4952,"Jan 01, 1946","Oct 31, 1963",AKCLIMATE,
412,AK6086,MOUNT MAGNIFICENT,61.3,-149.43333,305.1048,"Jan 01, 1974","Jul 31, 1978",AKCLIMATE,
413,AK6147,NABESNA,62.3977,-142.9966,890.016,"Oct 01, 1966","Aug 31, 2014",AKCLIMATE,
414,AK6157,NANCY LAKE,61.68306,-149.97501,71.0184,"Mar 01, 2001","Apr 30, 2007",AKCLIMATE,
415,AK6270,NELCHINA HIGHWAY CAMP,61.98333,-146.86667,757.7328,"Apr 01, 1969","May 31, 1983",AKCLIMATE,
416,AK6309,NENANA MUN AP,64.54611,-149.09612,109.1184,"Dec 01, 1916","Dec 30, 2022",AKCLIMATE,
417,AK6403,NIKISKI TERMINAL,60.68333,-151.38333,33.528,"Jun 01, 1967","Jan 31, 1978",AKCLIMATE,
418,AK6419,NIKOLAI,63.01806,-154.36389,125.8824,"Apr 01, 1927","May 31, 2001",AKCLIMATE,
